state_id,state_name,state_file,province_id,province_name,blocked_by
436,Central Provinces,436-Central Provinces.txt,10171,,rocket_site_spawn
1077,Central Siam,1077 - Central Siam.txt,10398,Petchabun,rocket_site_spawn
1074,Central Western Australia,1074 - Central West Australia.txt,2186,,rocket_site_spawn
24,Centre,24-Centre.txt,3493,,rocket_site_spawn
33,Centre-Sud,33-Centre sud.txt,651,Châteauroux,rocket_site_spawn
945,Cerro Largo,945 - Cerro Largo.txt,1641,Melo,rocket_site_spawn
945,Cerro Largo,945 - Cerro Largo.txt,10347,,naval slots
422,Ceylon,422-Ceylon.txt,4219,,naval slots
422,Ceylon,422-Ceylon.txt,7260,,naval slots
422,Ceylon,422-Ceylon.txt,7344,,naval slots
422,Ceylon,422-Ceylon.txt,10201,Trincomalee,rocket_site_spawn + naval slots
422,Ceylon,422-Ceylon.txt,10229,,naval slots
422,Ceylon,422-Ceylon.txt,12258,,naval slots
509,Chaco Austral,509-Gran Chaco.txt,8169,,rocket_site_spawn
688,Chaco Boreal,688-Chaco Boreal.txt,8203,,rocket_site_spawn
774,Chad,774-Chad.txt,7919,,rocket_site_spawn
18,Champagne,18-Champagne.txt,6545,,rocket_site_spawn
750,Changde,750-Changde.txt,7201,,rocket_site_spawn
821,Chechnya-Ingushetia,821 - Chenchnya-Ingushetia.txt,670,,rocket_site_spawn
572,Chelyabinsk,572-TS 14.txt,12157,,rocket_site_spawn
1041,Chengdu,1041 - Chengdu.txt,10132,,rocket_site_spawn
203,Cherkasy,203-Cherkasy.txt,3468,,rocket_site_spawn
193,Chernigov,193-Kiev.txt,3542,,rocket_site_spawn
475,Chiapas,475-Chiapas.txt,12753,,rocket_site_spawn + naval slots
475,Chiapas,475-Chiapas.txt,12867,,naval slots
482,Chihuahua,482-Chihuahua.txt,12827,,rocket_site_spawn
563,Chita,563-TS 5.txt,10683,,rocket_site_spawn
1037,Chongqing,1037 - Chongqing.txt,12705,,rocket_site_spawn
711,Christmas Island,711-Christmas Island.txt,13005,,rocket_site_spawn + naval slots
955,Chubut,955 - Chubut.txt,10953,Rawson,rocket_site_spawn + naval slots
955,Chubut,955 - Chubut.txt,13296,,naval slots
955,Chubut,955 - Chubut.txt,13307,Puerto Madryn,naval slots
875,Chukchi Peninsula,875-Chukchi Peninsulay.txt,13204,Lavrentiya,rocket_site_spawn + naval slots
875,Chukchi Peninsula,875-Chukchi Peninsulay.txt,13254,,naval slots
822,Chukotka,822 - Chukotka.txt,4744,,naval slots
822,Chukotka,822 - Chukotka.txt,13063,Anadyr,rocket_site_spawn + naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,1177,Jeju,naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,4126,Jeonju,naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,7175,Gunsan,naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,7204,,naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,10110,Gwangju,rocket_site_spawn + naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,11948,,naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,11992,,naval slots
1031,Chungcheong-Jeolla,1031 - Chungcheong Jeolla.txt,12085,,naval slots
256,Chuvashia,256-Cheboksary.txt,3282,,rocket_site_spawn
175,Ciudad Real,175-Ciudad Real.txt,9778,,rocket_site_spawn
480,Coahuila,480-Coahuila.txt,7973,,rocket_site_spawn
1066,Cochinchina,1066 - Mekong Delta.txt,1396,,naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,1423,,naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,4223,,naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,4284,,naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,4341,,rocket_site_spawn + naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,4401,Saigon,naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,7303,,naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,7331,,naval slots
1066,Cochinchina,1066 - Mekong Delta.txt,12232,,naval slots
712,Cocos Islands,712-Cocos Islands.txt,13002,,rocket_site_spawn + naval slots
382,Colorado,382-Colorado.txt,3869,,rocket_site_spawn
708,Comoro Islands,708-Comoro Islands.txt,13072,,rocket_site_spawn + naval slots
134,Connaught,134-Connaught.txt,337,Donegal,naval slots
134,Connaught,134-Connaught.txt,3396,,naval slots
134,Connaught,134-Connaught.txt,9303,Galway,rocket_site_spawn + naval slots
134,Connaught,134-Connaught.txt,9321,,naval slots
134,Connaught,134-Connaught.txt,9369,,naval slots
134,Connaught,134-Connaught.txt,11371,Sligo,naval slots
460,Constantine,460-Eastern Algeria.txt,1160,,naval slots
460,Constantine,460-Eastern Algeria.txt,4046,,rocket_site_spawn + naval slots
460,Constantine,460-Eastern Algeria.txt,7081,Annaba,naval slots
460,Constantine,460-Eastern Algeria.txt,7166,,naval slots
460,Constantine,460-Eastern Algeria.txt,10078,,naval slots
460,Constantine,460-Eastern Algeria.txt,12051,Constantine,naval slots
538,Coquilhatville,538-Cameroun.txt,10951,,rocket_site_spawn
1,Corsica,1-France.txt,3838,Ajáccio,rocket_site_spawn + naval slots
1,Corsica,1-France.txt,9851,,naval slots
1,Corsica,1-France.txt,11804,,naval slots
316,Costa Rica,316-Costa Rica.txt,12878,,rocket_site_spawn + naval slots
316,Costa Rica,316-Costa Rica.txt,13087,San Jose,naval slots
316,Costa Rica,316-Costa Rica.txt,13092,,naval slots
890,Costermansville,890-Costermansville.txt,1181,Goma,rocket_site_spawn
182,Crete,182-Crete.txt,1164,,naval slots
182,Crete,182-Crete.txt,4170,,naval slots
182,Crete,182-Crete.txt,9940,Heraklion,rocket_site_spawn + naval slots
182,Crete,182-Crete.txt,12058,Chania,naval slots
137,Crimea,137-Crimea.txt,705,Simferopol,naval slots
137,Crimea,137-Crimea.txt,3686,Sevastopol,naval slots
137,Crimea,137-Crimea.txt,3722,,rocket_site_spawn + naval slots
137,Crimea,137-Crimea.txt,6704,Yalta,naval slots
137,Crimea,137-Crimea.txt,9677,Feodosia,naval slots
137,Crimea,137-Crimea.txt,9680,Kerch,naval slots
137,Crimea,137-Crimea.txt,9718,Dzhankoi,naval slots
137,Crimea,137-Crimea.txt,11649,,naval slots
83,Crisana,83-crisana.txt,6682,Arad,rocket_site_spawn
109,Croatia,109-Eastern Croatia.txt,11580,,rocket_site_spawn
315,Cuba,315-Cuba.txt,1550,,naval slots
315,Cuba,315-Cuba.txt,4476,,naval slots
315,Cuba,315-Cuba.txt,4600,,naval slots
315,Cuba,315-Cuba.txt,7451,,naval slots
315,Cuba,315-Cuba.txt,7546,,naval slots
315,Cuba,315-Cuba.txt,7590,Guantánamo,rocket_site_spawn + naval slots
315,Cuba,315-Cuba.txt,7622,Havana,naval slots
315,Cuba,315-Cuba.txt,10374,,naval slots
315,Cuba,315-Cuba.txt,10498,,naval slots
315,Cuba,315-Cuba.txt,12347,,naval slots
931,Cumbria,931-Cumbria.txt,6399,,naval slots
931,Cumbria,931-Cumbria.txt,11332,Carlisle,rocket_site_spawn + naval slots
306,Cundinamarca,306-Colombia.txt,2079,,rocket_site_spawn
306,Cundinamarca,306-Colombia.txt,7936,,naval slots
306,Cundinamarca,306-Colombia.txt,7991,,naval slots
695,Curaçao,695-Curacao.txt,153,Willemstad,rocket_site_spawn + naval slots
183,Cyprus,183-Cyprus.txt,7193,Limassol,rocket_site_spawn + naval slots
183,Cyprus,183-Cyprus.txt,11984,Nicosia,naval slots
663,Cyrenaica,663-Cyrenaica.txt,4060,,rocket_site_spawn
789,Córdoba,789-Cordoba.txt,1192,,rocket_site_spawn
860,Côte-Nord,860-Cote-Nord.txt,7683,,naval slots
860,Côte-Nord,860-Cote-Nord.txt,7807,,naval slots
860,Côte-Nord,860-Cote-Nord.txt,7810,,naval slots
860,Côte-Nord,860-Cote-Nord.txt,10534,,naval slots
860,Côte-Nord,860-Cote-Nord.txt,10715,,naval slots
860,Côte-Nord,860-Cote-Nord.txt,13293,,rocket_site_spawn + naval slots
1017,Da Nang,1017 - Trung Bo.txt,1302,,naval slots
1017,Da Nang,1017 - Trung Bo.txt,4379,,naval slots
1017,Da Nang,1017 - Trung Bo.txt,4397,,rocket_site_spawn + naval slots
1017,Da Nang,1017 - Trung Bo.txt,7280,,naval slots
1017,Da Nang,1017 - Trung Bo.txt,10016,,naval slots
1017,Da Nang,1017 - Trung Bo.txt,11936,,naval slots
1017,Da Nang,1017 - Trung Bo.txt,12297,,naval slots
760,Dabancheng,760-Dabancheng.txt,1838,,rocket_site_spawn
232,Dagestan,232-Grozny.txt,7554,,rocket_site_spawn
776,Dahomey,776-Dahomey.txt,10919,Porto Novo,naval slots
776,Dahomey,776-Dahomey.txt,12874,,rocket_site_spawn
916,Dalarna,916-Dalarna.txt,9068,,rocket_site_spawn
747,Dali,747-Dali Bai.txt,12789,,rocket_site_spawn
745,Dalian,745-Dalian.txt,1150,Dalian,naval slots
745,Dalian,745-Dalian.txt,6851,Zhuanghe,rocket_site_spawn + naval slots
103,Dalmatia,103-Croatia.txt,591,,naval slots
103,Dalmatia,103-Croatia.txt,984,,rocket_site_spawn
103,Dalmatia,103-Croatia.txt,3868,Dubrovnik,naval slots
103,Dalmatia,103-Croatia.txt,3924,Split,naval slots
103,Dalmatia,103-Croatia.txt,6889,Dubrovnik,naval slots
103,Dalmatia,103-Croatia.txt,11816,,naval slots
103,Dalmatia,103-Croatia.txt,11901,,naval slots
103,Dalmatia,103-Croatia.txt,13252,,naval slots
554,Damascus,554-Syria.txt,7184,,rocket_site_spawn
859,Dammam,859-Dammam.txt,1955,,rocket_site_spawn + naval slots
859,Dammam,859-Dammam.txt,10791,,naval slots
859,Dammam,859-Dammam.txt,12702,Dammam,naval slots
85,Danzig,85-Danzig.txt,362,Danzig,rocket_site_spawn + naval slots
970,Debar,970 - Western Macedonia.txt,11856,,rocket_site_spawn
680,Deir-az-Zur,680-Deir-az-Zur.txt,10383,,rocket_site_spawn
439,Delhi,439-Delhi.txt,11955,,rocket_site_spawn
451,Derna,451-Derna.txt,1130,Tobruk,naval slots
451,Derna,451-Derna.txt,1204,,rocket_site_spawn + naval slots
451,Derna,451-Derna.txt,4136,,naval slots
451,Derna,451-Derna.txt,4151,,naval slots
451,Derna,451-Derna.txt,7082,,naval slots
451,Derna,451-Derna.txt,9992,,naval slots
451,Derna,451-Derna.txt,10120,,naval slots
451,Derna,451-Derna.txt,12094,,naval slots
1016,Dhofar,1016 - Dhofar.txt,2059,,rocket_site_spawn
1016,Dhofar,1016 - Dhofar.txt,2103,Salalah,naval slots
710,Diego Garcia,710-Diego Garcia.txt,13019,,rocket_site_spawn + naval slots
866,Districts of Ontario,866-Districts of Ontario.txt,761,,rocket_site_spawn + naval slots
866,Districts of Ontario,866-Districts of Ontario.txt,4753,,naval slots
866,Districts of Ontario,866-Districts of Ontario.txt,13315,,naval slots
350,Diyarbakır,350-Diyarbekir.txt,11759,,rocket_site_spawn
226,Dnipropetrovsk,226-Nikopol.txt,9479,,rocket_site_spawn
77,Dobrudja,77-Dobrogea.txt,11597,Dobrich,rocket_site_spawn + naval slots
164,Dodecanese,164-Dodecanese.txt,7003,,naval slots
164,Dodecanese,164-Dodecanese.txt,10007,Rhodes,rocket_site_spawn + naval slots
319,Dominican Republic,319-Dominican Republic.txt,4598,Santiago de los Caballeros,naval slots
319,Dominican Republic,319-Dominican Republic.txt,7632,,rocket_site_spawn + naval slots
319,Dominican Republic,319-Dominican Republic.txt,7660,Santo Domingo,naval slots
319,Dominican Republic,319-Dominican Republic.txt,10484,,naval slots
819,Dornod,819-Dornod.txt,10647,,rocket_site_spawn
516,Dudinka,516-Northern Siberia.txt,10635,,rocket_site_spawn
481,Durango,481-Sinaloa.txt,1945,,rocket_site_spawn + naval slots
481,Durango,481-Sinaloa.txt,8057,Culiacán,naval slots
481,Durango,481-Sinaloa.txt,10895,Mazatlán,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,1546,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,4468,Sorong,rocket_site_spawn + naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,4509,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,4524,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,7269,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,7487,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,7512,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,7529,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,7542,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,7585,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,10369,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,12315,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,12371,,naval slots
669,Dutch New Guinea,669-Dutch New Guinea.txt,12386,,naval slots
1057,Dutch Papua,1057-Dutch Southern New Guinea.txt,1629,,naval slots
1057,Dutch Papua,1057-Dutch Southern New Guinea.txt,4593,,naval slots
1057,Dutch Papua,1057-Dutch Southern New Guinea.txt,7627,,naval slots
1057,Dutch Papua,1057-Dutch Southern New Guinea.txt,8235,,rocket_site_spawn
1057,Dutch Papua,1057-Dutch Southern New Guinea.txt,10505,Merauke,naval slots
1057,Dutch Papua,1057-Dutch Southern New Guinea.txt,12457,,naval slots
1054,Dutch Timor,1054-Dutch Timor.txt,1339,,naval slots
1054,Dutch Timor,1054-Dutch Timor.txt,1355,Kupang,naval slots
1054,Dutch Timor,1054-Dutch Timor.txt,4358,,rocket_site_spawn + naval slots
618,Dzungaria,618-China 15.txt,1844,,rocket_site_spawn
125,East Anglia,125-East Anglia.txt,221,,naval slots
125,East Anglia,125-East Anglia.txt,271,,naval slots
125,East Anglia,125-East Anglia.txt,322,Norwich,naval slots
125,East Anglia,125-East Anglia.txt,3287,,naval slots
125,East Anglia,125-East Anglia.txt,11221,,rocket_site_spawn
1000,East Azerbaijan,1000-East Azerbaijan.txt,12793,,rocket_site_spawn
430,East Bengal,430-Bangladesh.txt,4162,,naval slots
430,East Bengal,430-Bangladesh.txt,4616,,rocket_site_spawn
430,East Bengal,430-Bangladesh.txt,7078,,naval slots
430,East Bengal,430-Bangladesh.txt,9935,,naval slots
430,East Bengal,430-Bangladesh.txt,9991,,naval slots
430,East Bengal,430-Bangladesh.txt,10035,,naval slots
430,East Bengal,430-Bangladesh.txt,11911,,naval slots
430,East Bengal,430-Bangladesh.txt,11929,Dacca,naval slots
430,East Bengal,430-Bangladesh.txt,11968,,naval slots
430,East Bengal,430-Bangladesh.txt,12010,,naval slots
609,East Hebei,609-China 8.txt,900,,rocket_site_spawn
609,East Hebei,609-China 8.txt,1052,Tangshan,naval slots
609,East Hebei,609-China 8.txt,3900,,naval slots
609,East Hebei,609-China 8.txt,12043,,naval slots
1051,East Java,1051-East Java.txt,1209,,naval slots
1051,East Java,1051-East Java.txt,1413,,naval slots
1051,East Java,1051-East Java.txt,4306,,naval slots
1051,East Java,1051-East Java.txt,4390,,rocket_site_spawn + naval slots
1051,East Java,1051-East Java.txt,4608,,naval slots
1051,East Java,1051-East Java.txt,7642,,naval slots
1051,East Java,1051-East Java.txt,7654,,naval slots
1051,East Java,1051-East Java.txt,10135,,naval slots
1051,East Java,1051-East Java.txt,10479,,naval slots
1051,East Java,1051-East Java.txt,12277,,naval slots
1051,East Java,1051-East Java.txt,12472,,naval slots
1051,East Java,1051-East Java.txt,13383,,naval slots
1051,East Java,1051-East Java.txt,13403,Surabaya,naval slots
1051,East Java,1051-East Java.txt,13405,Semarang,naval slots
1051,East Java,1051-East Java.txt,13406,Yogyakarta,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,1252,,rocket_site_spawn + naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,1404,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,1416,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,7231,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,7296,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,7415,Tarakan,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,10138,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,10178,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,10181,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,10237,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,10325,Tanjung Selor,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,12110,Banjarmasin,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,12196,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,12225,Balikpapan,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,12243,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,12252,,naval slots
1055,East Kalimantan,1055-Eastern Kalimantan.txt,12280,,naval slots
129,East Midlands,129-East Midlands.txt,364,,rocket_site_spawn
129,East Midlands,129-East Midlands.txt,3353,,naval slots
129,East Midlands,129-East Midlands.txt,9250,,naval slots
129,East Midlands,129-East Midlands.txt,9322,,naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,1298,,naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,4301,Ende,rocket_site_spawn + naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,7321,,naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,10175,,naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,10219,,naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,12151,,naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,13393,,naval slots
1053,East Nusa Tenggara,1053-East Nusa Tenggara.txt,13394,,naval slots
986,East Punjab,986 - East Punjab.txt,2002,,rocket_site_spawn
721,East Timor,721-Portuguese Timor.txt,1326,,naval slots
721,East Timor,721-Portuguese Timor.txt,12178,,naval slots
721,East Timor,721-Portuguese Timor.txt,12190,Dili,rocket_site_spawn + naval slots
721,East Timor,721-Portuguese Timor.txt,12206,Pante Macassar,naval slots
721,East Timor,721-Portuguese Timor.txt,13001,,naval slots
948,Easter Island,948 - Easter Island.txt,13294,Hanga Roa,rocket_site_spawn + naval slots
794,Eastern Aragón,794-Eastern Aragon.txt,798,,rocket_site_spawn
457,Eastern Desert,457-Aswan.txt,4068,,naval slots
457,Eastern Desert,457-Aswan.txt,4910,,rocket_site_spawn
457,Eastern Desert,457-Aswan.txt,5069,Berenice Troglodytica,naval slots
457,Eastern Desert,457-Aswan.txt,9957,,naval slots
457,Eastern Desert,457-Aswan.txt,10126,,naval slots
457,Eastern Desert,457-Aswan.txt,12002,Hurghada,naval slots
457,Eastern Desert,457-Aswan.txt,12889,,naval slots
1078,Eastern Siam,1078 - Eastern Siam.txt,1244,,naval slots
1078,Eastern Siam,1078 - Eastern Siam.txt,4433,,naval slots
1078,Eastern Siam,1078 - Eastern Siam.txt,7225,Chon Buri,naval slots
1078,Eastern Siam,1078 - Eastern Siam.txt,7292,,naval slots
1078,Eastern Siam,1078 - Eastern Siam.txt,10293,,rocket_site_spawn
71,Eastern Slovakia,71-East Slovakia.txt,3581,Prešov,rocket_site_spawn
151,Eastern Swiss Alps,151-Eastern Swiss Alps.txt,3660,,rocket_site_spawn
305,Ecuador,305-Ecuador.txt,5120,Machala,naval slots
305,Ecuador,305-Ecuador.txt,8047,,naval slots
305,Ecuador,305-Ecuador.txt,8252,Guayaquil,naval slots
305,Ecuador,305-Ecuador.txt,12798,Quito,rocket_site_spawn
341,Edirne,341-Edirne.txt,849,Gelibolu,naval slots
341,Edirne,341-Edirne.txt,922,,naval slots
341,Edirne,341-Edirne.txt,3879,,naval slots
341,Edirne,341-Edirne.txt,3893,,rocket_site_spawn
341,Edirne,341-Edirne.txt,6895,,naval slots
449,El Agheila,449-Libyan Coast.txt,1041,,naval slots
449,El Agheila,449-Libyan Coast.txt,1198,,naval slots
449,El Agheila,449-Libyan Coast.txt,4047,,naval slots
449,El Agheila,449-Libyan Coast.txt,4057,,naval slots
449,El Agheila,449-Libyan Coast.txt,10046,,rocket_site_spawn + naval slots
449,El Agheila,449-Libyan Coast.txt,10117,,naval slots
449,El Agheila,449-Libyan Coast.txt,12088,,naval slots
314,El Salvador,314-El Salvador.txt,12823,San Salvador,rocket_site_spawn + naval slots
314,El Salvador,314-El Salvador.txt,13093,,naval slots
889,Elisabethville,889-Elisabethville.txt,1817,,rocket_site_spawn
643,Ellice Islands,643-Fongafale.txt,13054,,naval slots
643,Ellice Islands,643-Fongafale.txt,13055,,naval slots
643,Ellice Islands,643-Fongafale.txt,13056,,rocket_site_spawn + naval slots
643,Ellice Islands,643-Fongafale.txt,13057,,naval slots
161,Emilia Romagna,161-Emilia Romagna.txt,782,,naval slots
161,Emilia Romagna,161-Emilia Romagna.txt,3976,,rocket_site_spawn
161,Emilia Romagna,161-Emilia Romagna.txt,6793,Ferrara,naval slots
161,Emilia Romagna,161-Emilia Romagna.txt,9924,,naval slots
829,Engels-Marxstadt,829 - Volga Germany.txt,6601,,rocket_site_spawn
185,Epirus,185-Epirus.txt,1106,,naval slots
185,Epirus,185-Epirus.txt,1205,Agrinio,naval slots
185,Epirus,185-Epirus.txt,9805,,naval slots
185,Epirus,185-Epirus.txt,9837,,rocket_site_spawn
185,Epirus,185-Epirus.txt,9916,,naval slots
185,Epirus,185-Epirus.txt,10203,Corfu,naval slots
185,Epirus,185-Epirus.txt,12001,,naval slots
660,Equatorial Africa,660-Equatorial Africa.txt,12719,,rocket_site_spawn
297,Equatorial Guinea,297-Belgian Africa.txt,1903,Malabo,naval slots
297,Equatorial Guinea,297-Belgian Africa.txt,8244,,rocket_site_spawn + naval slots
550,Eritrea,550-Eritrea.txt,5047,,rocket_site_spawn + naval slots
550,Eritrea,550-Eritrea.txt,5091,,naval slots
550,Eritrea,550-Eritrea.txt,8043,,naval slots
550,Eritrea,550-Eritrea.txt,12766,Massaua,naval slots
5,Ermland-Masuren,5-Germany.txt,3380,,naval slots
5,Ermland-Masuren,5-Germany.txt,6402,,rocket_site_spawn + naval slots
943,Espírito Santo,943 - Espirito Santo.txt,2153,,rocket_site_spawn + naval slots
943,Espírito Santo,943 - Espirito Santo.txt,8196,,naval slots
943,Espírito Santo,943 - Espirito Santo.txt,10999,,naval slots
170,Extremadura,170-Extremadura.txt,9917,,rocket_site_spawn
299,Falkland Islands,299-Falkand Islands.txt,12960,Port Stanley,naval slots
299,Falkland Islands,299-Falkand Islands.txt,13292,,rocket_site_spawn + naval slots
1009,Farah,1009-Farah.txt,2062,,rocket_site_spawn
337,Faroe Islands,337-Faroe Islands.txt,13003,Tórshavn,rocket_site_spawn + naval slots
412,Fars,412-Fars.txt,4959,,naval slots
412,Fars,412-Fars.txt,7982,Bandar e'Abbas,naval slots
412,Fars,412-Fars.txt,10797,,naval slots
412,Fars,412-Fars.txt,10881,,rocket_site_spawn
412,Fars,412-Fars.txt,12832,Bushehr,naval slots
412,Fars,412-Fars.txt,13312,,naval slots
999,Federated Shan,999-Federated Shan States.txt,1566,,rocket_site_spawn
636,Fiji,636-Fiji.txt,4286,Suva,rocket_site_spawn + naval slots
636,Fiji,636-Fiji.txt,7302,Suva,naval slots
636,Fiji,636-Fiji.txt,12159,,naval slots
925,Finnmark,925-Finnmark.txt,22,,naval slots
925,Finnmark,925-Finnmark.txt,64,,naval slots
925,Finnmark,925-Finnmark.txt,2995,,naval slots
925,Finnmark,925-Finnmark.txt,3016,,naval slots
925,Finnmark,925-Finnmark.txt,3040,,naval slots
925,Finnmark,925-Finnmark.txt,6015,,naval slots
925,Finnmark,925-Finnmark.txt,6092,,naval slots
925,Finnmark,925-Finnmark.txt,9042,,naval slots
925,Finnmark,925-Finnmark.txt,9064,,naval slots
925,Finnmark,925-Finnmark.txt,9089,,naval slots
925,Finnmark,925-Finnmark.txt,9116,Kirkenes,naval slots
925,Finnmark,925-Finnmark.txt,11034,,naval slots
925,Finnmark,925-Finnmark.txt,11063,,naval slots
925,Finnmark,925-Finnmark.txt,11077,,naval slots
925,Finnmark,925-Finnmark.txt,11104,,rocket_site_spawn
6,Flanders,6-Belgium.txt,516,Brussels,rocket_site_spawn
6,Flanders,6-Belgium.txt,6446,,naval slots
6,Flanders,6-Belgium.txt,6560,Ghent,naval slots
366,Florida,366-Florida.txt,866,,naval slots
366,Florida,366-Florida.txt,1556,,naval slots
366,Florida,366-Florida.txt,1572,,naval slots
366,Florida,366-Florida.txt,1584,,naval slots
366,Florida,366-Florida.txt,1843,Miami,naval slots
366,Florida,366-Florida.txt,1913,,naval slots
366,Florida,366-Florida.txt,7388,,naval slots
366,Florida,366-Florida.txt,9834,,naval slots
366,Florida,366-Florida.txt,10352,,naval slots
366,Florida,366-Florida.txt,10380,,naval slots
366,Florida,366-Florida.txt,10407,,naval slots
366,Florida,366-Florida.txt,10489,,rocket_site_spawn + naval slots
366,Florida,366-Florida.txt,12381,,naval slots
366,Florida,366-Florida.txt,12439,,naval slots
366,Florida,366-Florida.txt,12752,,naval slots
957,Formosa,957 - Formosa.txt,12943,,rocket_site_spawn
17,Franche-Comte,17-Alcase Lorraine.txt,6698,,rocket_site_spawn
54,Franken,54-Bayreuth.txt,11544,Nuremberg,rocket_site_spawn
694,French Caribbean,694-French Caribbean.txt,177,,naval slots
694,French Caribbean,694-French Caribbean.txt,9377,Pointe-à-Pitre,rocket_site_spawn + naval slots
694,French Caribbean,694-French Caribbean.txt,13084,,naval slots
310,French Guiana,310-French SA.txt,12885,Cayenne,rocket_site_spawn + naval slots
320,French India,320-French India.txt,10149,Pondicherry,rocket_site_spawn + naval slots
268,French Somaliland,268-French Somaliland.txt,4985,,naval slots
268,French Somaliland,268-French Somaliland.txt,8124,Djibouti,rocket_site_spawn + naval slots
36,Friesland,36-Friesland.txt,6336,Leeuwarden,naval slots
36,Friesland,36-Friesland.txt,9335,Groningen,rocket_site_spawn + naval slots
36,Friesland,36-Friesland.txt,11318,,naval slots
595,Fujian,595-Fujian.txt,4070,,rocket_site_spawn
595,Fujian,595-Fujian.txt,4169,,naval slots
595,Fujian,595-Fujian.txt,4196,Fuzhou,naval slots
595,Fujian,595-Fujian.txt,7027,,naval slots
595,Fujian,595-Fujian.txt,7071,Xiamen,naval slots
595,Fujian,595-Fujian.txt,10010,,naval slots
595,Fujian,595-Fujian.txt,10069,,naval slots
595,Fujian,595-Fujian.txt,10093,,naval slots
595,Fujian,595-Fujian.txt,11986,,naval slots
911,Fyn,911-Fyn.txt,3325,Odense,naval slots
911,Fyn,911-Fyn.txt,3374,Svendborg,rocket_site_spawn + naval slots
911,Fyn,911-Fyn.txt,13260,,naval slots
539,Gabon,539-Gabon.txt,5139,Libreville,naval slots
539,Gabon,539-Gabon.txt,8207,,rocket_site_spawn + naval slots
665,Gabès,665-Gabes.txt,7005,Gabès,naval slots
665,Gabès,665-Gabes.txt,10026,,naval slots
665,Gabès,665-Gabes.txt,10082,,rocket_site_spawn
665,Gabès,665-Gabes.txt,11957,,naval slots
649,Galapagos Islands,649-Galapagos Islands.txt,5023,Puerto Ayora,rocket_site_spawn + naval slots
171,Galicia,171-Galicia.txt,758,La Coruña,naval slots
171,Galicia,171-Galicia.txt,3761,,naval slots
171,Galicia,171-Galicia.txt,6734,Vigo,naval slots
171,Galicia,171-Galicia.txt,6764,,naval slots
171,Galicia,171-Galicia.txt,9689,,naval slots
